CANT_NAME,CANT_CODE,NUM,ORGAN_ID,REG_AUTHORITY,ID
海城市,210381000,49,210300000,1,01086F23D6615079E0630D0EA8C0D022
海城市,210381000,32,210300000,2,01086F23D6625079E0630D0EA8C0D022
鞍山经济开发区管理委员会,210382000,0,210300000,,01086F23D6635079E0630D0EA8C0D022
鞍山市千山风景区管理委员会,210383000,0,210300000,,01086F23D6645079E0630D0EA8C0D022
鞍山高新技术产业开发区,210384000,0,210300000,,01086F23D6655079E0630D0EA8C0D022
鞍山经济开发区,210391000,0,210300000,,01086F23D6665079E0630D0EA8C0D022
鞍山千山风景区,210392000,0,210300000,,01086F23D6675079E0630D0EA8C0D022
鞍山高新技术产业开发区,210393000,0,210300000,,01086F23D6685079E0630D0EA8C0D022
新抚区,210402000,3,210400000,0,01086F23D6695079E0630D0EA8C0D022
新抚区,210402000,21,210400000,1,01086F23D66A5079E0630D0EA8C0D022
新抚区,210402000,5,210400000,2,01086F23D66B5079E0630D0EA8C0D022
东洲区,210403000,15,210400000,1,01086F23D66C5079E0630D0EA8C0D022
东洲区,210403000,3,210400000,2,01086F23D66D5079E0630D0EA8C0D022
望花区,210404000,2,210400000,0,01086F23D66E5079E0630D0EA8C0D022
望花区,210404000,11,210400000,1,01086F23D66F5079E0630D0EA8C0D022
望花区,210404000,8,210400000,2,01086F23D6705079E0630D0EA8C0D022
顺城区,210411000,1,210400000,0,01086F23D6715079E0630D0EA8C0D022
顺城区,210411000,15,210400000,1,01086F23D6725079E0630D0EA8C0D022
顺城区,210411000,7,210400000,2,01086F23D6735079E0630D0EA8C0D022
抚顺县,210421000,2,210400000,0,01086F23D6745079E0630D0EA8C0D022
抚顺县,210421000,8,210400000,1,01086F23D6755079E0630D0EA8C0D022
抚顺县,210421000,5,210400000,2,01086F23D6765079E0630D0EA8C0D022
新宾满族自治县,210422000,2,210400000,0,01086F23D6775079E0630D0EA8C0D022
新宾满族自治县,210422000,8,210400000,1,01086F23D6785079E0630D0EA8C0D022
新宾满族自治县,210422000,9,210400000,2,01086F23D6795079E0630D0EA8C0D022
清原满族自治县,210423000,2,210400000,0,01086F23D67A5079E0630D0EA8C0D022
清原满族自治县,210423000,4,210400000,1,01086F23D67B5079E0630D0EA8C0D022
清原满族自治县,210423000,2,210400000,2,01086F23D67C5079E0630D0EA8C0D022
抚顺市经济技术开发区,210433000,0,210400000,,01086F23D67D5079E0630D0EA8C0D022
沈抚改革创新示范区,210491000,1,210400000,1,01086F23D67E5079E0630D0EA8C0D022
沈抚改革创新示范区,210491000,1,210400000,2,01086F23D67F5079E0630D0EA8C0D022
抚顺市经济技术开发区,210493000,0,210400000,,01086F23D6805079E0630D0EA8C0D022
沈抚改革创新示范区,2a766717a,1,210400000,1,01086F23D6815079E0630D0EA8C0D022
沈抚改革创新示范区,2a766717a,1,210400000,2,01086F23D6825079E0630D0EA8C0D022
平山区,210502000,2,210500000,0,01086F23D6835079E0630D0EA8C0D022
平山区,210502000,13,210500000,1,01086F23D6845079E0630D0EA8C0D022
平山区,210502000,5,210500000,2,01086F23D6855079E0630D0EA8C0D022
溪湖区,210503000,1,210500000,0,01086F23D6865079E0630D0EA8C0D022
溪湖区,210503000,5,210500000,1,01086F23D6875079E0630D0EA8C0D022
溪湖区,210503000,2,210500000,2,01086F23D6885079E0630D0EA8C0D022
明山区,210504000,2,210500000,0,01086F23D6895079E0630D0EA8C0D022
明山区,210504000,11,210500000,1,01086F23D68A5079E0630D0EA8C0D022
明山区,210504000,3,210500000,2,01086F23D68B5079E0630D0EA8C0D022
南芬区,210505000,1,210500000,0,01086F23D68C5079E0630D0EA8C0D022
本溪高新技术产业开发区,210506000,1,210500000,1,01086F23D68D5079E0630D0EA8C0D022
本溪满族自治县,210521000,5,210500000,1,01086F23D68E5079E0630D0EA8C0D022
本溪满族自治县,210521000,5,210500000,2,01086F23D68F5079E0630D0EA8C0D022
桓仁满族自治县,210522000,3,210500000,0,01086F23D6905079E0630D0EA8C0D022
桓仁满族自治县,210522000,9,210500000,1,01086F23D6915079E0630D0EA8C0D022
桓仁满族自治县,210522000,12,210500000,2,01086F23D6925079E0630D0EA8C0D022
本溪高新技术产业开发区,210591000,1,210500000,1,01086F23D6935079E0630D0EA8C0D022
元宝区,210602000,11,210600000,0,01086F23D6945079E0630D0EA8C0D022
元宝区,210602000,16,210600000,1,01086F23D6955079E0630D0EA8C0D022
元宝区,210602000,4,210600000,2,01086F23D6965079E0630D0EA8C0D022
振兴区,210603000,12,210600000,0,01086F23D6975079E0630D0EA8C0D022
振兴区,210603000,30,210600000,1,01086F23D6985079E0630D0EA8C0D022
振兴区,210603000,11,210600000,2,01086F23D6995079E0630D0EA8C0D022
振安区,210604000,7,210600000,0,01086F23D69A5079E0630D0EA8C0D022
振安区,210604000,10,210600000,1,01086F23D69B5079E0630D0EA8C0D022
站前区,210802000,16,210800000,1,01086F23D6BF5079E0630D0EA8C0D022
站前区,210802000,13,210800000,2,01086F23D6C05079E0630D0EA8C0D022
西市区,210803000,7,210800000,1,01086F23D6C15079E0630D0EA8C0D022
西市区,210803000,4,210800000,2,01086F23D6C25079E0630D0EA8C0D022
鲅鱼圈区,210804000,1,210800000,0,01086F23D6C35079E0630D0EA8C0D022
鲅鱼圈区,210804000,25,210800000,1,01086F23D6C45079E0630D0EA8C0D022
鲅鱼圈区,210804000,11,210800000,2,01086F23D6C55079E0630D0EA8C0D022
老边区,210811000,5,210800000,1,01086F23D6C65079E0630D0EA8C0D022
盖州市,210881000,1,210800000,0,01086F23D6C75079E0630D0EA8C0D022
盖州市,210881000,44,210800000,1,01086F23D6C85079E0630D0EA8C0D022
盖州市,210881000,11,210800000,2,01086F23D6C95079E0630D0EA8C0D022
大石桥市,210882000,1,210800000,0,01086F23D6CA5079E0630D0EA8C0D022
大石桥市,210882000,17,210800000,1,01086F23D6CB5079E0630D0EA8C0D022
大石桥市,210882000,7,210800000,2,01086F23D6CC5079E0630D0EA8C0D022
海州区,210902000,5,210900000,1,01086F23D6CD5079E0630D0EA8C0D022
海州区,210902000,7,210900000,2,01086F23D6CE5079E0630D0EA8C0D022
新邱区,210903000,4,210900000,1,01086F23D6CF5079E0630D0EA8C0D022
新邱区,210903000,1,210900000,2,01086F23D6D05079E0630D0EA8C0D022
太平区,210904000,3,210900000,1,01086F23D6D15079E0630D0EA8C0D022
清河门区,210905000,2,210900000,1,01086F23D6D25079E0630D0EA8C0D022
细河区,210911000,2,210900000,0,01086F23D6D35079E0630D0EA8C0D022
细河区,210911000,11,210900000,1,01086F23D6D45079E0630D0EA8C0D022
细河区,210911000,7,210900000,2,01086F23D6D55079E0630D0EA8C0D022
阜新蒙古族自治县,210921000,1,210900000,0,01086F23D6D65079E0630D0EA8C0D022
阜新蒙古族自治县,210921000,18,210900000,1,01086F23D6D75079E0630D0EA8C0D022
阜新蒙古族自治县,210921000,9,210900000,2,01086F23D6D85079E0630D0EA8C0D022
彰武县,210922000,7,210900000,1,01086F23D6D95079E0630D0EA8C0D022
彰武县,210922000,5,210900000,2,01086F23D6DA5079E0630D0EA8C0D022
阜新市经济开发区,210923000,0,210900000,,01086F23D6DB5079E0630D0EA8C0D022
阜新市高新技术产业开发区,210924000,0,210900000,,01086F23D6DC5079E0630D0EA8C0D022
阜新市经济开发区,210993000,0,210900000,,01086F23D6DD5079E0630D0EA8C0D022
阜新市高新技术产业开发区,210994000,0,210900000,,01086F23D6DE5079E0630D0EA8C0D022
白塔区,211002000,15,211000000,0,01086F23D6DF5079E0630D0EA8C0D022
白塔区,211002000,12,211000000,1,01086F23D6E05079E0630D0EA8C0D022
白塔区,211002000,24,211000000,2,01086F23D6E15079E0630D0EA8C0D022
文圣区,211003000,28,211000000,0,01086F23D6E25079E0630D0EA8C0D022
文圣区,211003000,7,211000000,1,01086F23D6E35079E0630D0EA8C0D022
文圣区,211003000,13,211000000,2,01086F23D6E45079E0630D0EA8C0D022
宏伟区,211004000,10,211000000,0,01086F23D6E55079E0630D0EA8C0D022
宏伟区,211004000,6,211000000,1,01086F23D6E65079E0630D0EA8C0D022
宏伟区,211004000,6,211000000,2,01086F23D6E75079E0630D0EA8C0D022
弓长岭区,211005000,6,211000000,0,01086F23D6E85079E0630D0EA8C0D022
弓长岭区,211005000,2,211000000,1,01086F23D6E95079E0630D0EA8C0D022
弓长岭区,211005000,6,211000000,2,01086F23D6EA5079E0630D0EA8C0D022
太子河区,211011000,32,211000000,0,01086F23D6EB5079E0630D0EA8C0D022
太子河区,211011000,4,211000000,1,01086F23D6EC5079E0630D0EA8C0D022
太子河区,211011000,5,211000000,2,01086F23D6ED5079E0630D0EA8C0D022
辽阳县,211021000,24,211000000,0,01086F23D6EE5079E0630D0EA8C0D022
辽阳县,211021000,12,211000000,1,01086F23D6EF5079E0630D0EA8C0D022
辽阳县,211021000,20,211000000,2,01086F23D6F05079E0630D0EA8C0D022
灯塔市,211081000,29,211000000,0,01086F23D6F15079E0630D0EA8C0D022
灯塔市,211081000,7,211000000,1,01086F23D6F25079E0630D0EA8C0D022
灯塔市,211081000,19,211000000,2,01086F23D6F35079E0630D0EA8C0D022
双台子区,211102000,1,211100000,0,01086F23D6F45079E0630D0EA8C0D022
双台子区,211102000,14,211100000,1,01086F23D6F55079E0630D0EA8C0D022
双台子区,211102000,6,211100000,2,01086F23D6F65079E0630D0EA8C0D022
兴隆台区,211103000,1,211100000,0,01086F23D6F75079E0630D0EA8C0D022
兴隆台区,211103000,8,211100000,1,01086F23D6F85079E0630D0EA8C0D022
兴隆台区,211103000,6,211100000,2,01086F23D6F95079E0630D0EA8C0D022
大洼区,211104000,13,211100000,1,01086F23D6FA5079E0630D0EA8C0D022
大洼区,211104000,5,211100000,2,01086F23D6FB5079E0630D0EA8C0D022
盘山县,211122000,4,211100000,1,01086F23D6FC5079E0630D0EA8C0D022
盘山县,211122000,2,211100000,2,01086F23D6FD5079E0630D0EA8C0D022
银州区,211202000,6,211200000,0,01086F23D6FE5079E0630D0EA8C0D022
振安区,210604000,5,210600000,2,01086F23D69C5079E0630D0EA8C0D022
丹东市边境经济合作区,210605000,0,210600000,,01086F23D69D5079E0630D0EA8C0D022
丹东市高新技术产业开发区,210606000,0,210600000,,01086F23D69E5079E0630D0EA8C0D022
宽甸满族自治县,210624000,12,210600000,0,01086F23D69F5079E0630D0EA8C0D022
宽甸满族自治县,210624000,8,210600000,1,01086F23D6A05079E0630D0EA8C0D022
宽甸满族自治县,210624000,9,210600000,2,01086F23D6A15079E0630D0EA8C0D022
东港市,210681000,42,210600000,0,01086F23D6A25079E0630D0EA8C0D022
东港市,210681000,25,210600000,1,01086F23D6A35079E0630D0EA8C0D022
东港市,210681000,11,210600000,2,01086F23D6A45079E0630D0EA8C0D022
凤城市,210682000,26,210600000,0,01086F23D6A55079E0630D0EA8C0D022
凤城市,210682000,20,210600000,1,01086F23D6A65079E0630D0EA8C0D022
凤城市,210682000,24,210600000,2,01086F23D6A75079E0630D0EA8C0D022
丹东市边境经济合作区,210691000,0,210600000,,01086F23D6A85079E0630D0EA8C0D022
丹东市高新技术产业开发区,210692000,0,210600000,,01086F23D6A95079E0630D0EA8C0D022
古塔区,210702000,1,210700000,0,01086F23D6AA5079E0630D0EA8C0D022
古塔区,210702000,21,210700000,1,01086F23D6AB5079E0630D0EA8C0D022
古塔区,210702000,5,210700000,2,01086F23D6AC5079E0630D0EA8C0D022
凌河区,210703000,2,210700000,0,01086F23D6AD5079E0630D0EA8C0D022
凌河区,210703000,32,210700000,1,01086F23D6AE5079E0630D0EA8C0D022
凌河区,210703000,4,210700000,2,01086F23D6AF5079E0630D0EA8C0D022
太和区,210711000,13,210700000,1,01086F23D6B05079E0630D0EA8C0D022
太和区,210711000,4,210700000,2,01086F23D6B15079E0630D0EA8C0D022
黑山县,210726000,1,210700000,0,01086F23D6B25079E0630D0EA8C0D022
黑山县,210726000,26,210700000,1,01086F23D6B35079E0630D0EA8C0D022
黑山县,210726000,20,210700000,2,01086F23D6B45079E0630D0EA8C0D022
义县,210727000,1,210700000,0,01086F23D6B55079E0630D0EA8C0D022
义县,210727000,5,210700000,1,01086F23D6B65079E0630D0EA8C0D022
义县,210727000,2,210700000,2,01086F23D6B75079E0630D0EA8C0D022
凌海市,210781000,12,210700000,1,01086F23D6B85079E0630D0EA8C0D022
凌海市,210781000,4,210700000,2,01086F23D6B95079E0630D0EA8C0D022
北镇市,210782000,1,210700000,0,01086F23D6BA5079E0630D0EA8C0D022
北镇市,210782000,25,210700000,1,01086F23D6BB5079E0630D0EA8C0D022
北镇市,210782000,9,210700000,2,01086F23D6BC5079E0630D0EA8C0D022
滨海新区,210791000,2,210700000,1,01086F23D6BD5079E0630D0EA8C0D022
松山新区,210792000,0,210700000,,01086F23D6BE5079E0630D0EA8C0D022
银州区,211202000,19,211200000,1,01086F23D6FF5079E0630D0EA8C0D022
银州区,211202000,27,211200000,2,01086F23D7005079E0630D0EA8C0D022
清河区,211204000,4,211200000,1,01086F23D7015079E0630D0EA8C0D022
清河区,211204000,10,211200000,2,01086F23D7025079E0630D0EA8C0D022
铁岭县,211221000,7,211200000,1,01086F23D7035079E0630D0EA8C0D022
铁岭县,211221000,8,211200000,2,01086F23D7045079E0630D0EA8C0D022
西丰县,211223000,8,211200000,1,01086F23D7055079E0630D0EA8C0D022
西丰县,211223000,6,211200000,2,01086F23D7065079E0630D0EA8C0D022
昌图县,211224000,1,211200000,0,01086F23D7075079E0630D0EA8C0D022
昌图县,211224000,30,211200000,1,01086F23D7085079E0630D0EA8C0D022
昌图县,211224000,21,211200000,2,01086F23D7095079E0630D0EA8C0D022
调兵山市,211281000,1,211200000,0,01086F23D70A5079E0630D0EA8C0D022
调兵山市,211281000,6,211200000,1,01086F23D70B5079E0630D0EA8C0D022
调兵山市,211281000,1,211200000,2,01086F23D70C5079E0630D0EA8C0D022
开原市,211282000,7,211200000,0,01086F23D70D5079E0630D0EA8C0D022
开原市,211282000,20,211200000,1,01086F23D70E5079E0630D0EA8C0D022
开原市,211282000,13,211200000,2,01086F23D70F5079E0630D0EA8C0D022
铁岭经济技术开发区,211291000,0,211200000,,01086F23D7105079E0630D0EA8C0D022
铁岭经济技术开发区,2112A1000,0,211200000,,01086F23D7115079E0630D0EA8C0D022
双塔区,211302000,17,211300000,0,01086F23D7125079E0630D0EA8C0D022
双塔区,211302000,27,211300000,1,01086F23D7135079E0630D0EA8C0D022
双塔区,211302000,32,211300000,2,01086F23D7145079E0630D0EA8C0D022
龙城区,211303000,14,211300000,0,01086F23D7155079E0630D0EA8C0D022
龙城区,211303000,5,211300000,1,01086F23D7165079E0630D0EA8C0D022
龙城区,211303000,7,211300000,2,01086F23D7175079E0630D0EA8C0D022
朝阳县,211321000,5,211300000,0,01086F23D7185079E0630D0EA8C0D022
朝阳县,211321000,9,211300000,1,01086F23D7195079E0630D0EA8C0D022
朝阳县,211321000,3,211300000,2,01086F23D71A5079E0630D0EA8C0D022
建平县,211322000,51,211300000,0,01086F23D71B5079E0630D0EA8C0D022
建平县,211322000,15,211300000,1,01086F23D71C5079E0630D0EA8C0D022
建平县,211322000,17,211300000,2,01086F23D71D5079E0630D0EA8C0D022
喀喇沁左翼蒙古族自治县,211324000,3,211300000,0,01086F23D71E5079E0630D0EA8C0D022
喀喇沁左翼蒙古族自治县,211324000,9,211300000,1,01086F23D71F5079E0630D0EA8C0D022
喀喇沁左翼蒙古族自治县,211324000,12,211300000,2,01086F23D7205079E0630D0EA8C0D022
北票市,211381000,7,211300000,0,01086F23D7215079E0630D0EA8C0D022
北票市,211381000,19,211300000,1,01086F23D7225079E0630D0EA8C0D022
北票市,211381000,13,211300000,2,01086F23D7235079E0630D0EA8C0D022
凌源市,211382000,4,211300000,0,01086F23D7245079E0630D0EA8C0D022
凌源市,211382000,9,211300000,1,01086F23D7255079E0630D0EA8C0D022
凌源市,211382000,40,211300000,2,01086F23D7265079E0630D0EA8C0D022
连山区,211402000,1,211400000,0,01086F23D7275079E0630D0EA8C0D022
连山区,211402000,29,211400000,1,01086F23D7285079E0630D0EA8C0D022
连山区,211402000,17,211400000,2,01086F23D7295079E0630D0EA8C0D022
杨家杖子经济开发区,211402500,1,211400000,0,01086F23D72A5079E0630D0EA8C0D022
杨家杖子经济开发区,211402500,29,211400000,1,01086F23D72B5079E0630D0EA8C0D022
杨家杖子经济开发区,211402500,17,211400000,2,01086F23D72C5079E0630D0EA8C0D022
龙港区,211403000,1,211400000,0,01086F23D72D5079E0630D0EA8C0D022
龙港区,211403000,11,211400000,1,01086F23D72E5079E0630D0EA8C0D022
龙港区,211403000,11,211400000,2,01086F23D72F5079E0630D0EA8C0D022
南票区,211404000,1,211400000,1,01086F23D7305079E0630D0EA8C0D022
南票区,211404000,8,211400000,2,01086F23D7315079E0630D0EA8C0D022
绥中县,211421000,1,211400000,0,01086F23D7325079E0630D0EA8C0D022
绥中县,211421000,26,211400000,1,01086F23D7335079E0630D0EA8C0D022
绥中县,211421000,8,211400000,2,01086F23D7345079E0630D0EA8C0D022
建昌县,211422000,1,211400000,0,01086F23D7355079E0630D0EA8C0D022
建昌县,211422000,19,211400000,1,01086F23D7365079E0630D0EA8C0D022
建昌县,211422000,16,211400000,2,01086F23D7375079E0630D0EA8C0D022
兴城市,211481000,2,211400000,0,01086F23D7385079E0630D0EA8C0D022
兴城市,211481000,23,211400000,1,01086F23D7395079E0630D0EA8C0D022
兴城市,211481000,8,211400000,2,01086F23D73A5079E0630D0EA8C0D022
葫芦岛市杨家杖子经济开发区,211491000,2,211400000,1,01086F23D73B5079E0630D0EA8C0D022
葫芦岛市杨家杖子经济开发区,211491000,1,211400000,2,01086F23D73C5079E0630D0EA8C0D022
葫芦岛市杨家杖子经济开发区,2114A1000,2,211400000,1,01086F23D73D5079E0630D0EA8C0D022
葫芦岛市杨家杖子经济开发区,2114A1000,1,211400000,2,01086F23D73E5079E0630D0EA8C0D022
沈阳市,210100000,48,210000000,0,01086F23D5D65079E0630D0EA8C0D022
沈阳市,210100000,514,210000000,1,01086F23D5D75079E0630D0EA8C0D022
沈阳市,210100000,316,210000000,2,01086F23D5D85079E0630D0EA8C0D022
大连市,210200000,560,210000000,0,01086F23D5D95079E0630D0EA8C0D022
大连市,210200000,658,210000000,1,01086F23D5DA5079E0630D0EA8C0D022
大连市,210200000,221,210000000,2,01086F23D5DB5079E0630D0EA8C0D022
鞍山市,210300000,35,210000000,0,01086F23D5DC5079E0630D0EA8C0D022
鞍山市,210300000,645,210000000,1,01086F23D5DD5079E0630D0EA8C0D022
鞍山市,210300000,135,210000000,2,01086F23D5DE5079E0630D0EA8C0D022
抚顺市,210400000,17,210000000,0,01086F23D5DF5079E0630D0EA8C0D022
抚顺市,210400000,120,210000000,1,01086F23D5E05079E0630D0EA8C0D022
抚顺市,210400000,52,210000000,2,01086F23D5E15079E0630D0EA8C0D022
本溪市,210500000,17,210000000,0,01086F23D5E25079E0630D0EA8C0D022
本溪市,210500000,58,210000000,1,01086F23D5E35079E0630D0EA8C0D022
本溪市,210500000,29,210000000,2,01086F23D5E45079E0630D0EA8C0D022
丹东市,210600000,123,210000000,0,01086F23D5E55079E0630D0EA8C0D022
丹东市,210600000,159,210000000,1,01086F23D5E65079E0630D0EA8C0D022
丹东市,210600000,68,210000000,2,01086F23D5E75079E0630D0EA8C0D022
锦州市,210700000,13,210000000,0,01086F23D5E85079E0630D0EA8C0D022
锦州市,210700000,229,210000000,1,01086F23D5E95079E0630D0EA8C0D022
锦州市,210700000,67,210000000,2,01086F23D5EA5079E0630D0EA8C0D022
营口市,210800000,6,210000000,0,01086F23D5EB5079E0630D0EA8C0D022
营口市,210800000,220,210000000,1,01086F23D5EC5079E0630D0EA8C0D022
营口市,210800000,63,210000000,2,01086F23D5ED5079E0630D0EA8C0D022
阜新市,210900000,5,210000000,0,01086F23D5EE5079E0630D0EA8C0D022
阜新市,210900000,69,210000000,1,01086F23D5EF5079E0630D0EA8C0D022
阜新市,210900000,34,210000000,2,01086F23D5F05079E0630D0EA8C0D022
辽阳市,211000000,144,210000000,0,01086F23D5F15079E0630D0EA8C0D022
辽阳市,211000000,78,210000000,1,01086F23D5F25079E0630D0EA8C0D022
辽阳市,211000000,102,210000000,2,01086F23D5F35079E0630D0EA8C0D022
盘锦市,211100000,6,210000000,0,01086F23D5F45079E0630D0EA8C0D022
盘锦市,211100000,71,210000000,1,01086F23D5F55079E0630D0EA8C0D022
盘锦市,211100000,27,210000000,2,01086F23D5F65079E0630D0EA8C0D022
铁岭市,211200000,22,210000000,0,01086F23D5F75079E0630D0EA8C0D022
铁岭市,211200000,135,210000000,1,01086F23D5F85079E0630D0EA8C0D022
铁岭市,211200000,94,210000000,2,01086F23D5F95079E0630D0EA8C0D022
朝阳市,211300000,103,210000000,0,01086F23D5FA5079E0630D0EA8C0D022
朝阳市,211300000,130,210000000,1,01086F23D5FB5079E0630D0EA8C0D022
朝阳市,211300000,133,210000000,2,01086F23D5FC5079E0630D0EA8C0D022
葫芦岛市,211400000,13,210000000,0,01086F23D5FD5079E0630D0EA8C0D022
葫芦岛市,211400000,169,210000000,1,01086F23D5FE5079E0630D0EA8C0D022
葫芦岛市,211400000,75,210000000,2,01086F23D5FF5079E0630D0EA8C0D022
辽宁省沈抚新区,211500000,1,210000000,2,01086F23D6005079E0630D0EA8C0D022
和平区,210102000,4,210100000,0,01086F23D6015079E0630D0EA8C0D022
和平区,210102000,34,210100000,1,01086F23D6025079E0630D0EA8C0D022
和平区,210102000,40,210100000,2,01086F23D6035079E0630D0EA8C0D022
沈河区,210103000,5,210100000,0,01086F23D6045079E0630D0EA8C0D022
沈河区,210103000,40,210100000,1,01086F23D6055079E0630D0EA8C0D022
沈河区,210103000,29,210100000,2,01086F23D6065079E0630D0EA8C0D022
大东区,210104000,5,210100000,0,01086F23D6075079E0630D0EA8C0D022
大东区,210104000,33,210100000,1,01086F23D6085079E0630D0EA8C0D022
大东区,210104000,23,210100000,2,01086F23D6095079E0630D0EA8C0D022
皇姑区,210105000,8,210100000,0,01086F23D60A5079E0630D0EA8C0D022
皇姑区,210105000,48,210100000,1,01086F23D60B5079E0630D0EA8C0D022
皇姑区,210105000,37,210100000,2,01086F23D60C5079E0630D0EA8C0D022
铁西区,210106000,5,210100000,0,01086F23D60D5079E0630D0EA8C0D022
铁西区,210106000,35,210100000,1,01086F23D60E5079E0630D0EA8C0D022
铁西区,210106000,27,210100000,2,01086F23D60F5079E0630D0EA8C0D022
苏家屯区,210111000,2,210100000,0,01086F23D6105079E0630D0EA8C0D022
苏家屯区,210111000,10,210100000,1,01086F23D6115079E0630D0EA8C0D022
苏家屯区,210111000,12,210100000,2,01086F23D6125079E0630D0EA8C0D022
浑南区,210112000,1,210100000,0,01086F23D6135079E0630D0EA8C0D022
浑南区,210112000,9,210100000,1,01086F23D6145079E0630D0EA8C0D022
浑南区,210112000,9,210100000,2,01086F23D6155079E0630D0EA8C0D022
沈北新区,210113000,1,210100000,0,01086F23D6165079E0630D0EA8C0D022
沈北新区,210113000,14,210100000,1,01086F23D6175079E0630D0EA8C0D022
沈北新区,210113000,14,210100000,2,01086F23D6185079E0630D0EA8C0D022
于洪区,210114000,3,210100000,0,01086F23D6195079E0630D0EA8C0D022
于洪区,210114000,18,210100000,1,01086F23D61A5079E0630D0EA8C0D022
于洪区,210114000,5,210100000,2,01086F23D61B5079E0630D0EA8C0D022
辽中区,210115000,1,210100000,0,01086F23D61C5079E0630D0EA8C0D022
辽中区,210115000,19,210100000,1,01086F23D61D5079E0630D0EA8C0D022
辽中区,210115000,18,210100000,2,01086F23D61E5079E0630D0EA8C0D022
沈阳市经济技术开发区,210119000,2,210100000,1,01086F23D61F5079E0630D0EA8C0D022
康平县,210123000,3,210100000,1,01086F23D6205079E0630D0EA8C0D022
康平县,210123000,8,210100000,2,01086F23D6215079E0630D0EA8C0D022
法库县,210124000,1,210100000,0,01086F23D6225079E0630D0EA8C0D022
法库县,210124000,23,210100000,1,01086F23D6235079E0630D0EA8C0D022
法库县,210124000,14,210100000,2,01086F23D6245079E0630D0EA8C0D022
新民市,210181000,1,210100000,0,01086F23D6255079E0630D0EA8C0D022
新民市,210181000,32,210100000,1,01086F23D6265079E0630D0EA8C0D022
新民市,210181000,31,210100000,2,01086F23D6275079E0630D0EA8C0D022
沈阳市经济技术开发区,210199000,2,210100000,1,01086F23D6285079E0630D0EA8C0D022
中山区,210202000,57,210200000,0,01086F23D6295079E0630D0EA8C0D022
中山区,210202000,37,210200000,1,01086F23D62A5079E0630D0EA8C0D022
中山区,210202000,14,210200000,2,01086F23D62B5079E0630D0EA8C0D022
